"CategoryID","CategoryName","ProductCount"
"592","Donec.","3"
"593","Habitasse!","1"
"594","Varius.","8"
"595","Adipiscing.","9"
"596","Parturient.","0"
"597","Auctor.","1"
"598","Massa.","2"
"599","Sociosqu!","8"
"600","Eleifend.","1"
"601","Scelerisque.","1"
"602","Platea.","4"
"603","Leo.","5"
"604","Non?","4"
"605","Vehicula.","6"
"606","Aenean.","7"
"607","Posuere.","7"
"608","Non.","1"
"609","Libero.","6"
"610","Tincidunt!","7"
"611","Lobortis.","3"
"612","Luctus!","5"
"613","Diam.","3"
"614","Id.","3"
"615","Tellus.","7"
"616","Aliquet.","8"
"617","Risus!","4"
"618","Lorem.","6"
"619","Sociis.","0"
"620","Imperdiet?","7"
"621","Netus.","6"
"622","Tristique.","5"
"623","Ridiculus.","6"
"624","Egestas.","8"
"625","Scelerisque.","7"
"626","Sagittis.","0"
"627","Ipsum.","5"
"628","Dictumst?","1"
"629","Ipsum.","1"
"630","Scelerisque.","4"
"631","Fringilla.","4"
"632","Blandit.","2"
"633","Eros!","2"
"634","Orci.","6"
"635","Ultrices.","2"
"636","Vehicula!","5"
"637","Ultricies.","5"
"638","Molestie.","7"
"639","Bibendum.","2"
"640","Iaculis.","5"
"641","Nam.","3"
"642","Libero.","5"
"643","Integer.","1"
"644","Egestas.","6"
"645","Augue.","0"
"646","Laoreet.","2"
"647","Sem.","4"
"648","Et.","7"
"649","Leo.","6"
"650","Mauris.","1"
"651","Non?","5"
"652","Sociis.","4"
"653","Urna.","8"
"654","Magna.","5"
"655","Porttitor.","6"
"656","A.","9"
"657","Ante.","3"
"658","Orci.","2"
"659","Sem.","7"
"660","Urna.","3"
"661","Eget!","1"
"662","Metus?","7"
"663","Adipiscing!","9"
"664","Purus.","6"
"665","Tellus?","9"
"666","Conubia.","8"
"667","Nec.","9"
"668","Elementum.","2"
"669","Elit!","10"
"670","Morbi.","1"
"671","Inceptos!","7"
"672","Lobortis.","9"
"673","Volutpat.","2"
"674","Primis.","2"
"675","Diam.","8"
"676","Hac.","6"
"677","Sollicitudin.","2"
"678","Taciti?","3"
"679","Taciti!","1"
"680","Quam.","8"
"681","Taciti!","1"
"682","Inceptos.","3"
"683","Porttitor.","3"
"684","Potenti.","7"
"685","Dictumst.","7"
"686","Eu.","1"
"687","Integer.","2"
"688","Arcu!","9"
"689","Eget.","0"
"690","Tristique.","10"
"691","Lorem.","2"
"692","Praesent.","5"
"693","Nascetur?","9"
"694","Sociosqu.","4"
"695","Cras.","3"
"696","Aliquet.","3"
"697","Quis.","2"
"698","Penatibus.","10"
"699","Quis.","2"
"700","Urna.","7"
"701","Risus.","3"
"702","Volutpat.","7"
"703","Rutrum.","0"
"704","Quis.","5"
"705","Mi.","7"
"706","Penatibus.","4"
"707","Suspendisse.","7"
"708","Netus.","3"
"709","Ac.","1"
"710","Phasellus?","0"
"711","Gravida.","3"
"712","Curae;?","9"
"713","Platea.","8"
"714","Aenean!","3"
"715","Potenti.","5"
"716","Enim.","5"
"717","Vel.","7"
"718","Justo.","9"
"719","Proin.","7"
"720","Cubilia.","3"
"721","Turpis.","8"
"722","Erat.","2"
"723","Molestie?","3"
"724","Vehicula.","5"
"725","Congue.","8"
"726","Interdum.","4"
"727","Tincidunt.","1"
"728","Sit.","2"
"729","Pellentesque.","9"
"730","Dapibus.","1"
"731","Odio.","8"
"732","Sagittis.","4"
"733","Metus?","8"
"734","Suscipit!","2"
"735","Curabitur?","4"
"736","At!","7"
"737","Gravida.","3"
"738","Nostra.","7"
"739","Lobortis?","5"
"740","Mattis.","6"
"741","Sem?","3"
"742","Egestas.","1"
"743","Potenti.","7"
"744","Pharetra.","6"
"745","Scelerisque.","10"
"746","Tincidunt.","1"
"747","Facilisi.","9"
"748","Non.","2"
"749","Vivamus?","1"
"750","Etiam.","7"
"751","Ultricies.","2"
"752","Dolor.","3"
"753","Tristique.","7"
"754","Etiam.","2"
"755","Fusce.","6"
"756","Risus.","5"
"757","Ornare!","8"
"758","Nulla.","4"
"759","Molestie.","7"
"760","Fringilla.","3"
"761","Vestibulum.","5"
"762","Mus.","3"
"763","Habitasse.","5"
"764","Habitant.","6"
"765","Diam.","5"
"766","Penatibus.","9"
"767","Phasellus.","6"
"768","Penatibus!","1"
"769","In.","1"
"770","Nec.","1"
"771","Taciti.","2"
"772","Nam.","0"
"773","Non.","0"
"774","Sapien.","1"
"775","Sem.","8"
"776","Blandit.","1"
"777","Cras.","0"
"778","Dis.","9"
"779","Tempus.","2"
"780","Fermentum.","7"
"781","Habitant.","0"
"782","Vulputate.","0"
"783","Sapien.","1"
"784","Tortor.","7"
"785","Ullamcorper.","5"
"786","Ac?","2"
"787","Urna.","5"
"788","Venenatis.","9"
"789","Posuere!","2"
"790","Dui.","5"
"791","Augue.","0"
"792","Risus.","0"
"793","Enim!","5"
"794","Blandit.","2"
"795","Iaculis.","1"
"796","Senectus.","9"
"797","Platea?","4"
"798","Nisi.","4"
"799","Sollicitudin.","5"
"800","Etiam.","3"
"801","Himenaeos.","5"
"802","Tortor.","10"
"803","Cras!","2"
"804","Egestas.","9"
"805","Aptent.","7"
"806","Molestie.","1"
"807","Etiam.","9"
"808","Facilisis.","1"
"809","Cum.","9"
"810","Cursus.","5"
"811","Nisl.","5"
"812","Consequat?","1"
"813","Tincidunt?","7"
"814","Leo?","5"
"815","Facilisis.","1"
"816","Blandit.","2"
"817","Lobortis!","2"
"818","Natoque.","10"
"819","Ultricies.","6"
"820","Dignissim.","1"
"821","Netus!","1"
"822","Vestibulum!","8"
"823","Porta.","3"
"824","Euismod.","3"
"825","Justo!","3"
"826","Cum.","0"
"827","Sodales.","2"
"828","Mus.","6"
"829","Orci.","8"
"830","Parturient?","7"
"831","Proin.","9"
"832","Lectus.","7"
"833","Neque.","9"
"834","Posuere.","7"
"835","Himenaeos.","4"
"836","Tincidunt.","8"
"837","Interdum?","3"
"838","Purus.","0"
"839","Vel.","4"
"840","Vitae.","3"
"841","Pulvinar.","1"
"842","Scelerisque.","8"
"843","Justo.","1"
"844","Faucibus.","7"
"845","Pretium.","8"
"846","Ad.","6"
"847","Nostra.","6"
"848","Metus?","4"
"849","Nisl.","3"
"850","Interdum.","1"
"851","Habitasse!","2"
"852","Massa!","5"
"853","Congue.","7"
"854","Ad.","1"
"855","Semper!","1"
"856","Cursus!","2"
"857","A.","9"
"858","Pellentesque.","6"
"859","Quam.","2"
"860","Euismod.","5"
"861","Dis.","6"
"862","Senectus.","6"
"863","Diam.","1"
"864","Eleifend.","2"
"865","Justo.","8"
"866","Cras.","4"
"867","Tellus.","5"
"868","Elit?","2"
"869","Adipiscing!","6"
"870","Litora!","1"
"871","Habitant.","6"
"872","Per.","1"
"873","Laoreet?","8"
"874","Dictumst.","5"
"875","Viverra.","6"
"876","Elementum.","4"
"877","Facilisi.","2"
"878","Pellentesque.","3"
"879","Sit.","6"
"880","Netus.","8"
"881","Tempus.","6"
"882","Amet.","7"
"883","Aptent.","2"
"884","Vel.","0"
"885","Sed!","6"
"886","Nec!","3"
"887","Sociosqu!","8"
"888","Nunc.","0"
"889","Aenean.","8"
"890","Ac.","0"
"891","Molestie.","2"
"892","Nunc.","5"
"893","Metus.","4"
"894","Litora.","4"
"895","Facilisi!","5"
"896","Lectus.","5"
"897","Magna.","3"
"898","Libero.","2"
"899","Justo.","3"
"900","Lacus.","10"
"901","Per.","8"
"902","Lacus.","2"
"903","Dui.","1"
"904","Aliquet.","9"
"905","Dignissim.","7"
"906","Ad.","6"
"907","Sem.","4"
"908","Turpis.","4"
"909","Mus.","6"
"910","Primis.","0"
"911","Suscipit.","0"
"912","Adipiscing.","5"
"913","Est!","2"
"914","Tristique.","4"
"915","Ligula.","9"
"916","Sociosqu.","1"
"917","Neque.","9"
"918","Porta.","9"
"919","Cum.","8"
"920","Nisi?","0"
"921","Lobortis.","9"
"922","Etiam.","4"
"923","Neque.","0"
"924","Cum?","3"
"925","Eu.","6"
"926","Nostra.","2"
"927","Porttitor.","1"
"928","Potenti.","10"
"929","Magnis.","6"
"930","Ridiculus.","9"
"931","Condimentum.","1"
"932","Cubilia.","1"
"933","Et?","8"
"934","Pulvinar.","9"
"935","Vestibulum.","7"
"936","Bibendum.","7"
"937","Sociosqu.","6"
"938","Mattis.","1"
"939","Platea.","8"
"940","Quis.","8"
"941","Fusce.","4"
"942","Mi.","2"
"943","Primis.","1"
"944","Habitant.","3"
"945","Potenti.","7"
"946","Ornare.","9"
"947","Turpis!","6"
"948","Malesuada!","8"
"949","Leo.","3"
"950","Fermentum.","3"
"951","Laoreet.","6"
"952","Elementum.","10"
"953","Nulla!","7"
"954","Proin.","5"
"955","Dolor.","2"
"956","Scelerisque?","5"
"957","Facilisis.","5"
"958","Sodales.","3"
"959","Ac.","7"
"960","Mi!","10"
"961","Facilisis?","10"
"962","At.","2"
"963","Dignissim.","2"
"964","Ligula.","6"
"965","Vulputate.","1"
"966","Lorem.","9"
"967","Nulla.","3"
"968","Magnis.","0"
"969","Eleifend.","7"
"970","Interdum.","2"
"971","Vestibulum.","2"
"972","Primis.","8"
"973","Eu.","6"
"974","Interdum?","3"
"975","Euismod.","5"
"976","Porttitor?","2"
"977","Tempor.","7"
"978","Molestie.","7"
"979","Vitae!","1"
"980","Mus.","10"
"981","Proin.","2"
"982","Aenean!","2"
"983","Hendrerit!","1"
"984","Lorem!","9"
"985","Maecenas?","2"
"986","Curae;.","3"
"987","Sit!","5"
"988","Aptent.","9"
"989","Faucibus.","8"
"990","Quisque.","1"
"991","Vehicula.","5"
"992","Vitae!","1"
"993","Auctor.","4"
"994","Torquent.","1"
"995","Tincidunt.","6"
"996","Taciti.","1"
"997","Praesent.","6"
"998","Vitae.","6"
"999","Laoreet.","9"
"1000","Potenti.","9"
